instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
198,2011-07-17,summer,2011,July,no,Sunday,no,Partly cloudy,30.654586220740583,35.180143402748975,60.4167,16.417211,2006,3296,5302
199,2011-07-18,summer,2011,July,no,Monday,yes,Few clouds,32.2651046693696,38.13366667261728,65.125,14.458867999999999,841,3617,4458
200,2011-07-19,summer,2011,July,no,Tuesday,yes,Clear,34.02203388605579,41.90692000172218,65.0417,8.7502,752,3789,4541
201,2011-07-20,summer,2011,July,no,Wednesday,yes,Partly cloudy,33.533958949660374,41.85242727214494,70.70830000000001,7.625739,644,3688,4332
202,2011-07-21,summer,2011,July,no,Thursday,yes,Mist + Cloudy,36.26697947483018,48.741642452926286,69.125,14.875407,632,3152,3784
203,2011-07-22,summer,2011,July,no,Friday,yes,Partly cloudy,38.21910352749021,50.0,58.0417,8.9177,562,2825,3387
204,2011-07-23,summer,2011,July,no,Saturday,no,Clear,38.26794615971409,46.82841917791245,50.0,8.791807,987,2298,3285
205,2011-07-24,summer,2011,July,no,Sunday,no,Clear,37.14544408317328,46.009035654317046,55.0833,11.334456999999999,1050,2556,3606
206,2011-07-25,summer,2011,July,no,Monday,yes,Few clouds,32.069851269088545,39.60930206671757,75.7083,6.0841560999999995,568,3272,3840
207,2011-07-26,summer,2011,July,no,Tuesday,yes,Clear,33.72921234994143,37.53190753168964,54.0833,13.417285999999999,750,3840,4590
208,2011-07-27,summer,2011,July,no,Wednesday,yes,Partly cloudy,33.924407185915264,36.98507428989072,40.291700000000006,12.292020999999998,755,3901,4656
209,2011-07-28,summer,2011,July,no,Thursday,yes,Few clouds,34.168444654112974,41.25032159557611,58.3333,11.958093,606,3784,4390
210,2011-07-29,summer,2011,July,no,Friday,yes,Partly cloudy,37.63346045526148,45.24128594125906,54.25,11.667245999999999,670,3176,3846
211,2011-07-30,summer,2011,July,no,Saturday,no,Few clouds,35.632552334684796,40.265900472863635,46.5833,11.291979,1559,2916,4475
212,2011-07-31,summer,2011,July,no,Sunday,no,Partly cloudy,35.73012047051811,40.37497256592841,48.0833,11.042470999999999,1524,2778,4302
213,2011-08-01,summer,2011,August,no,Monday,yes,Partly cloudy,33.72921234994143,38.078827407398855,55.0833,10.500039,729,3537,4266
214,2011-08-02,summer,2011,August,no,Tuesday,yes,Few clouds,34.41242355800346,38.406216954413765,49.125,13.79195,801,4044,4845
215,2011-08-03,summer,2011,August,no,Wednesday,yes,Mist,31.386640061026498,36.055492432396676,65.75,9.084061,467,3107,3574
216,2011-08-04,summer,2011,August,no,Thursday,yes,Mist + Broken clouds,30.117727216428513,34.74307532529721,75.75,13.20905,799,3777,4576
217,2011-08-05,summer,2011,August,no,Friday,yes,Clear,30.16651128434517,34.03085794874003,63.083299999999994,12.374632,1023,3843,4866
218,2011-08-06,summer,2011,August,no,Saturday,no,Mist + Cloudy,30.50817545268341,35.727756349740574,75.5,15.29275,1521,2773,4294
219,2011-08-07,summer,2011,August,no,Sunday,no,Partly cloudy,32.02106720117189,39.11843433097094,75.29169999999999,13.499629,1298,2487,3785
220,2011-08-08,summer,2011,August,no,Monday,yes,Partly cloudy,33.33876411368653,38.07804770220617,59.2083,12.875725000000001,846,3480,4326
221,2011-08-09,summer,2011,August,no,Tuesday,yes,Few clouds,33.924407185915264,39.88332512498911,57.04169999999999,10.125107,907,3695,4602
222,2011-08-10,summer,2011,August,no,Wednesday,yes,Partly cloudy,33.43639081382706,36.49264714375874,42.4167,13.417285999999999,884,3896,4780
223,2011-08-11,summer,2011,August,no,Thursday,yes,Partly cloudy,30.55695952060006,33.59370323737797,42.375,11.041332,812,3980,4792
224,2011-08-12,summer,2011,August,no,Friday,yes,Few clouds,30.020100516287982,33.81210732523841,41.5,8.416607,1051,3854,4905
225,2011-08-13,summer,2011,August,no,Saturday,no,Mist + Broken clouds,28.70240360377334,33.10309540336224,72.9583,14.167418,1504,2646,4150
226,2011-08-14,summer,2011,August,no,Sunday,no,Mist + Broken clouds,28.165603163768488,31.243065349271184,81.75,14.916411,1338,2482,3820
227,2011-08-15,summer,2011,August,no,Monday,yes,Few clouds,27.531117459315873,30.530847972713993,71.20830000000001,13.999918,775,3563,4338
228,2011-08-16,summer,2011,August,no,Tuesday,yes,Partly cloudy,29.580868212116435,33.10127609124599,57.8333,15.834043000000001,721,4004,4725
229,2011-08-17,summer,2011,August,no,Wednesday,yes,Clear,30.898565124631077,34.90620697838773,57.5417,9.625689,668,4026,4694
230,2011-08-18,summer,2011,August,no,Thursday,yes,Partly cloudy,30.215353916569043,34.5238915322441,65.45830000000001,15.624936,639,3166,3805
231,2011-08-19,summer,2011,August,no,Friday,yes,Mist + Few clouds,28.65361953585669,32.008302678930534,72.2917,9.333635999999998,797,3356,4153
232,2011-08-20,summer,2011,August,no,Saturday,no,Partly cloudy,29.3856733761426,33.37495261387634,67.41669999999999,6.999289,1914,3277,5191
233,2011-08-21,summer,2011,August,no,Sunday,no,Partly cloudy,30.16651128434517,35.67326362016334,77.0,16.666518,1249,2624,3873
234,2011-08-22,summer,2011,August,no,Monday,yes,Few clouds,29.044067772111582,32.444331149458726,47.0,18.54225,833,3925,4758
235,2011-08-23,summer,2011,August,no,Tuesday,yes,Clear,26.067009778744044,29.65584547870749,45.5417,9.833121,1281,4614,5895
236,2011-08-24,summer,2011,August,no,Wednesday,yes,Partly cloudy,27.97034976348742,31.789205519787714,60.5,16.958236,949,4181,5130
237,2011-08-25,summer,2011,August,no,Thursday,yes,Mist,28.604835467940028,33.10274886772105,77.1667,14.125810999999999,435,3107,3542
238,2011-08-26,summer,2011,August,no,Friday,yes,Partly cloudy,29.53208414419978,34.305140908742466,76.125,5.625487499999999,768,3893,4661
239,2011-08-27,summer,2011,August,no,Saturday,no,Mist,28.360797999742317,32.2105928594756,85.0,25.166338999999997,226,889,1115
240,2011-08-28,summer,2011,August,no,Sunday,no,Partly cloudy,29.94548958888604,33.285113248897645,56.1765,20.412153,1415,2919,4334
241,2011-08-29,summer,2011,August,no,Monday,yes,Clear,25.823030874853558,29.819670203080392,55.45830000000001,10.708275,729,3905,4634
242,2011-08-30,summer,2011,August,no,Tuesday,yes,Partly cloudy,25.969441642910745,28.671424355995015,54.833299999999994,8.375536,775,4429,5204
243,2011-08-31,summer,2011,August,no,Wednesday,yes,Partly cloudy,26.99431701931102,30.093693261351937,59.791700000000006,5.5833311,688,4370,5058
244,2011-09-01,summer,2011,September,no,Thursday,yes,Partly cloudy,26.89669031917049,30.4229021204831,63.916700000000006,9.500332,783,4332,5115
245,2011-09-02,summer,2011,September,no,Friday,yes,Mist + Broken clouds,26.21342054680123,29.546773385642716,72.70830000000001,9.375243,875,3852,4727
246,2011-09-03,summer,2011,September,no,Saturday,no,Few clouds,27.726370859596926,32.00760960764815,71.6667,12.416775,1935,2549,4484
247,2011-09-04,summer,2011,September,no,Sunday,no,Partly cloudy,30.068943148511856,34.798607661798016,74.20830000000001,13.833289,2521,2419,4940
248,2011-09-05,summer,2011,September,yes,Monday,no,Mist,27.97034976348742,31.352050808425652,79.0417,14.250632,1236,2115,3351
249,2011-09-06,summer,2011,September,no,Tuesday,yes,Light Snow,20.161794988540088,21.783681951688735,88.6957,23.044181,204,2506,2710
250,2011-09-07,summer,2011,September,no,Wednesday,yes,Light Snow,23.62686935399582,24.29857773371991,91.7083,6.500393600000001,118,1878,1996
251,2011-09-08,summer,2011,September,no,Thursday,yes,Light Rain + Scattered clouds,25.661744772761764,25.26298642315362,93.9565,12.914116,153,1689,1842
252,2011-09-09,summer,2011,September,no,Friday,yes,Mist + Cloudy,26.60386878305613,27.306247197524257,89.79169999999999,8.333393000000001,417,3127,3544
253,2011-09-10,summer,2011,September,no,Saturday,no,Few clouds,27.189511855284863,29.820016738721577,75.375,10.291736,1750,3595,5345
254,2011-09-11,summer,2011,September,no,Sunday,no,Few clouds,26.799063619029965,29.929781903068736,71.375,7.708618,1633,3413,5046
255,2011-09-12,summer,2011,September,no,Monday,yes,Partly cloudy,26.272863318632446,29.314767773865547,69.2174,5.957171000000001,690,4023,4713
256,2011-09-13,summer,2011,September,no,Tuesday,yes,Few clouds,26.65265285097278,29.438134462129433,71.25,9.500868,701,4062,4763
257,2011-09-14,summer,2011,September,no,Wednesday,yes,Partly cloudy,27.97034976348742,31.460689731938935,69.7083,11.2091,647,4138,4785
258,2011-09-15,summer,2011,September,no,Thursday,yes,Mist + Few clouds,22.35795650939783,25.116575114750553,70.9167,18.166782,428,3231,3659
259,2011-09-16,summer,2011,September,no,Friday,yes,Mist + Broken clouds,16.01350941502232,17.12927512094619,59.0417,11.000261,742,4018,4760
260,2011-09-17,summer,2011,September,no,Saturday,no,Mist + Broken clouds,17.331206327536965,18.605257050687662,71.8333,12.708225,1434,3077,4511
261,2011-09-18,summer,2011,September,no,Sunday,no,Few clouds,18.25845500379671,19.64702982201719,69.5,11.958361,1353,2921,4274
262,2011-09-19,summer,2011,September,no,Monday,yes,Mist,20.69865399285216,23.037707803247564,69.0,10.166713999999999,691,3848,4539
263,2011-09-20,summer,2011,September,no,Tuesday,yes,Mist,21.430707833138083,23.257931203224253,88.125,9.041917999999999,438,3203,3641
264,2011-09-21,summer,2011,September,no,Wednesday,yes,Mist + Cloudy,23.382831885798108,24.844717904236454,90.0,6.4590814,539,3813,4352
265,2011-09-22,summer,2011,September,no,Thursday,yes,Mist + Broken clouds,25.334955938458137,25.228506126855144,90.2083,8.584375,555,4240,4795
266,2011-09-23,fall,2011,September,no,Friday,yes,Mist + Broken clouds,24.21251242622455,22.38362178050012,97.25,5.2505689,258,2137,2395
267,2011-09-24,fall,2011,September,no,Saturday,no,Mist + Broken clouds,24.066101658167362,26.047109945257866,86.25,5.2516811,1776,3647,5423
268,2011-09-25,fall,2011,September,no,Sunday,no,Mist + Cloudy,25.676620106796378,26.759673857456235,84.5,3.3754064,1544,3466,5010
269,2011-09-26,fall,2011,September,no,Monday,yes,Mist + Broken clouds,26.555084715139472,28.18090315588958,84.8333,7.4169,684,3946,4630
270,2011-09-27,fall,2011,September,no,Tuesday,yes,Mist,25.823030874853558,26.923238680098244,88.5417,7.917457,477,3643,4120
271,2011-09-28,fall,2011,September,no,Wednesday,yes,Mist + Broken clouds,25.725404174713034,26.97807794531667,84.875,9.958143000000002,480,3427,3907
272,2011-09-29,fall,2011,September,no,Thursday,yes,Few clouds,24.651744730396096,26.92211243926438,69.91669999999999,11.583161,653,4186,4839
273,2011-09-30,fall,2011,September,no,Friday,yes,Few clouds,21.57711860119526,24.350558079898512,64.75,13.833825,830,4372,5202
274,2011-10-01,fall,2011,October,no,Saturday,no,Mist + Few clouds,12.548435049566589,12.91782747355565,75.375,19.583832,480,1949,2429
275,2011-10-02,fall,2011,October,no,Sunday,no,Mist + Broken clouds,9.425024852449098,7.066053368588953,79.1667,14.874870999999999,616,2302,2918
276,2011-10-03,fall,2011,October,no,Monday,yes,Mist + Few clouds,11.03554330107811,11.114369362888972,76.0833,5.5841686,330,3240,3570
277,2011-10-04,fall,2011,October,no,Tuesday,yes,Clear,16.891974023365414,18.115428921864613,71.0,13.792218,486,3970,4456
278,2011-10-05,fall,2011,October,no,Wednesday,yes,Partly cloudy,20.064168288399557,22.817917572822367,64.79169999999999,11.87575,559,4267,4826
279,2011-10-06,fall,2011,October,no,Thursday,yes,Clear,17.477617095594148,18.77098772108711,62.083299999999994,9.041917999999999,639,4126,4765
280,2011-10-07,fall,2011,October,no,Friday,yes,Clear,18.45364983977055,20.84838225611503,68.41669999999999,1.5002439,949,4036,4985
281,2011-10-08,fall,2011,October,no,Saturday,no,Partly cloudy,19.088135544223153,21.61405275532588,70.125,3.0420814,2235,3174,5409
282,2011-10-09,fall,2011,October,no,Sunday,no,Partly cloudy,20.21057905645674,22.5445875858332,72.75,4.251150000000001,2397,3114,5511
283,2011-10-10,fall,2011,October,yes,Monday,no,Partly cloudy,21.967508273142936,24.18560711469174,73.375,2.8343814,1514,3603,5117
284,2011-10-11,fall,2011,October,no,Tuesday,yes,Mist + Few clouds,21.723529369252446,24.46032324424567,80.875,9.583814,667,3896,4563
285,2011-10-12,fall,2011,October,no,Wednesday,yes,Light Snow,20.35698982451392,22.00173950390797,90.625,16.62605,217,2199,2416
286,2011-10-13,fall,2011,October,no,Thursday,yes,Mist + Broken clouds,23.041226281767088,24.95482960422479,89.6667,9.499729,290,2623,2913
287,2011-10-14,fall,2011,October,no,Friday,yes,Mist + Broken clouds,20.79622212868547,23.037707803247564,71.625,15.000161,529,3115,3644
288,2011-10-15,fall,2011,October,no,Saturday,no,Partly cloudy,18.209670935880055,20.35638827953455,48.3333,17.291561,1899,3318,5217
289,2011-10-16,fall,2011,October,no,Sunday,no,Clear,18.502492471994426,20.74008986824294,48.6667,18.875039,1748,3293,5041
290,2011-10-17,fall,2011,October,no,Monday,yes,Partly cloudy,19.820189384509067,21.395995203106636,57.958299999999994,11.750393,713,3857,4570
291,2011-10-18,fall,2011,October,no,Tuesday,yes,Mist,19.722562684368537,22.43525559103753,70.1667,7.375829,637,4111,4748
292,2011-10-19,fall,2011,October,no,Wednesday,yes,Light Snow,20.26363831880066,21.666552904966267,89.52170000000001,16.303713,254,2170,2424
293,2011-10-20,fall,2011,October,no,Thursday,yes,Partly cloudy,16.403899086969993,17.566776367949444,63.625,28.292425,471,3724,4195
294,2011-10-21,fall,2011,October,no,Friday,yes,Partly cloudy,13.573310425966866,13.84766923278059,57.4167,14.833532,676,3628,4304
295,2011-10-22,fall,2011,October,no,Saturday,no,Partly cloudy,13.2804888898525,14.011927126704979,62.916700000000006,6.2086689,1499,2809,4308
296,2011-10-23,fall,2011,October,no,Sunday,no,Partly cloudy,13.231704821935846,13.73825060407463,74.125,6.6673375,1619,2762,4381
297,2011-10-24,fall,2011,October,no,Monday,yes,Partly cloudy,15.671845246684079,16.74739284435404,77.2083,7.959064,699,3488,4187
298,2011-10-25,fall,2011,October,no,Tuesday,yes,Partly cloudy,16.159920183079507,17.293879550511768,62.291700000000006,11.166086,695,3992,4687
299,2011-10-26,fall,2011,October,no,Wednesday,yes,Mist + Few clouds,16.891974023365414,18.114389314941036,72.04169999999999,9.959014,404,3490,3894
300,2011-10-27,fall,2011,October,no,Thursday,yes,Mist + Broken clouds,16.062293482938973,16.745573532237792,81.2917,13.250121,240,2419,2659
301,2011-10-28,fall,2011,October,no,Friday,yes,Mist + Few clouds,7.912074539653396,4.769821576149106,58.58330000000001,15.375093,456,3291,3747
302,2011-10-29,fall,2011,October,no,Saturday,no,Light Rain + Thunderstorm + Scattered clouds,3.4221833621046063,-3.1051142359991726,88.25,23.541857,57,570,627
303,2011-10-30,fall,2011,October,no,Sunday,no,Partly cloudy,7.228863331591354,4.987879128368348,62.375,11.833339,885,2446,3331
304,2011-10-31,fall,2011,October,no,Monday,yes,Clear,8.448933543965477,7.997021368647765,70.3333,7.12545,362,3307,3669
305,2011-11-01,fall,2011,November,no,Tuesday,yes,Partly cloudy,12.011576045254511,11.551177538609846,68.375,9.083257,410,3658,4068
306,2011-11-02,fall,2011,November,no,Wednesday,yes,Few clouds,10.645095064823217,10.948638692489524,71.875,5.5001439,370,3816,4186
307,2011-11-03,fall,2011,November,no,Thursday,yes,Few clouds,12.450808349426062,12.316414868269195,70.20830000000001,9.166739,318,3656,3974
308,2011-11-04,fall,2011,November,no,Friday,yes,Mist + Cloudy,12.157986813311695,12.09731770912638,62.25000000000001,18.209193,470,3576,4046
309,2011-11-05,fall,2011,November,no,Saturday,no,Partly cloudy,7.668095635762908,5.206629751869976,51.916700000000006,12.667154,1156,2770,3926
310,2011-11-06,fall,2011,November,no,Sunday,no,Partly cloudy,8.936949916053674,8.542381833971625,73.4583,6.1676314,952,2697,3649
311,2011-11-07,fall,2011,November,no,Monday,yes,Partly cloudy,11.66997044122349,11.878913621265944,75.875,3.834075,373,3662,4035
312,2011-11-08,fall,2011,November,no,Tuesday,yes,Few clouds,12.450808349426062,12.864374350901986,72.16669999999999,4.6255125,376,3829,4205
313,2011-11-09,fall,2011,November,no,Wednesday,yes,Few clouds,11.962791977337858,12.59000475698926,75.83330000000001,4.1671186,305,3804,4109
314,2011-11-10,fall,2011,November,no,Thursday,yes,Mist + Cloudy,10.791505832880397,9.526802956684094,81.3333,12.667489000000002,190,2743,2933
315,2011-11-11,fall,2011,November,yes,Friday,no,Partly cloudy,7.521684867705721,3.7306478221285033,44.625,21.083225,440,2928,3368
316,2011-11-12,fall,2011,November,no,Saturday,no,Partly cloudy,9.425024852449098,8.159806486097093,55.2917,14.208154,1275,2792,4067
317,2011-11-13,fall,2011,November,no,Sunday,no,Partly cloudy,14.354148334169434,14.450121444990614,45.8333,18.875307,1004,2713,3717
318,2011-11-14,fall,2011,November,no,Monday,yes,Partly cloudy,19.57615191631136,22.599080315410433,58.7083,20.541932,595,3891,4486
319,2011-11-15,fall,2011,November,no,Tuesday,yes,Mist + Cloudy,19.57615191631136,21.12344492131016,68.875,13.375411,449,3746,4195
320,2011-11-16,fall,2011,November,no,Wednesday,yes,Light Rain + Scattered clouds,15.281455574736409,16.307379213952153,93.0,9.167543,145,1672,1817
321,2011-11-17,fall,2011,November,no,Thursday,yes,Mist + Few clouds,8.546560244106004,5.151790486651549,57.5833,20.459254,139,2914,3053
322,2011-11-18,fall,2011,November,no,Friday,yes,Partly cloudy,4.593469506562069,0.776778016619005,41.0,11.291711,245,3147,3392
323,2011-11-19,fall,2011,November,no,Saturday,no,Clear,7.814506403820086,5.261122481447217,50.208299999999994,15.041232,943,2720,3663
324,2011-11-20,fall,2011,November,no,Sunday,no,Mist + Few clouds,15.671845246684079,16.74661313916136,68.45830000000001,12.45865,787,2733,3520
325,2011-11-21,fall,2011,November,no,Monday,yes,Light Rain + Thunderstorm + Scattered clouds,14.744596570424328,15.707352751230463,91.0,9.249618,220,2545,2765
326,2011-11-22,fall,2011,November,no,Tuesday,yes,Light Rain + Scattered clouds,12.938883285821483,13.68306480321501,96.25,7.959064,69,1538,1607
327,2011-11-23,fall,2011,November,no,Wednesday,yes,Mist + Few clouds,14.354148334169434,14.448995204156745,75.79169999999999,22.500275,112,2454,2566
328,2011-11-24,fall,2011,November,yes,Thursday,no,Clear,10.401057596625503,9.418510568812,54.9167,11.209368000000001,560,935,1495
329,2011-11-25,fall,2011,November,no,Friday,yes,Clear,10.49868429676603,10.128908633252927,64.375,6.6260186,1095,1697,2792
330,2011-11-26,fall,2011,November,no,Saturday,no,Partly cloudy,10.547468364682683,10.511483981127459,68.1667,4.5841936,1249,1819,3068
331,2011-11-27,fall,2011,November,no,Sunday,no,Partly cloudy,15.427866342793585,16.637627680006887,69.8333,13.999918,810,2261,3071
332,2011-11-28,fall,2011,November,no,Monday,yes,Partly cloudy,18.022909360146315,19.611076749243658,74.3043,9.522174,253,3614,3867
333,2011-11-29,fall,2011,November,no,Tuesday,yes,Mist + Few clouds,15.379023710569712,16.25427262693968,83.08330000000001,17.292164,96,2818,2914
334,2011-11-30,fall,2011,November,no,Wednesday,yes,Partly cloudy,7.570468935622378,4.112183563079462,61.3333,18.167586,188,3425,3613
335,2011-12-01,fall,2011,December,no,Thursday,yes,Partly cloudy,6.838415095336462,3.6212291934225433,52.4583,14.750586,182,3545,3727
336,2011-12-02,fall,2011,December,no,Friday,yes,Partly cloudy,6.936041795476989,5.8632281580160495,62.583299999999994,6.750518,268,3672,3940
337,2011-12-03,fall,2011,December,no,Saturday,no,Partly cloudy,6.057577187133898,4.058730440425794,61.291700000000006,6.4174811,706,2908,3614
338,2011-12-04,fall,2011,December,no,Sunday,no,Few clouds,7.912074539653396,7.393789451245063,77.5833,5.6252061,634,2851,3485
339,2011-12-05,fall,2011,December,no,Monday,yes,Mist + Broken clouds,11.13311143691141,11.277154480338304,82.70830000000001,4.1679561000000005,233,3578,3811
340,2011-12-06,fall,2011,December,no,Tuesday,yes,Light Snow,15.623061178767426,16.68960802618549,94.9583,15.583061,126,2468,2594
341,2011-12-07,fall,2011,December,no,Wednesday,yes,Light Rain + Scattered clouds,12.548435049566589,11.824767427329899,97.04169999999999,17.833725,50,655,705
342,2011-12-08,fall,2011,December,no,Thursday,yes,Few clouds,4.105394570166643,-0.5905649896091827,57.99999999999999,16.083886,150,3172,3322
343,2011-12-09,fall,2011,December,no,Friday,yes,Few clouds,5.569502250738472,4.659796510071057,69.58330000000001,5.5420189,261,3359,3620
344,2011-12-10,fall,2011,December,no,Saturday,no,Few clouds,4.642253574478724,0.23020467655097931,50.74999999999999,15.625807,502,2688,3190
345,2011-12-11,fall,2011,December,no,Sunday,no,Few clouds,1.4700007451373551,-0.918387706175583,49.0,4.458293899999999,377,2366,2743
346,2011-12-12,fall,2011,December,no,Monday,yes,Clear,2.4948761215376347,0.5580273931173778,67.08330000000001,4.251150000000001,143,3167,3310
347,2011-12-13,fall,2011,December,no,Tuesday,yes,Partly cloudy,5.08148587865027,3.238653845548015,59.0,9.41685,155,3368,3523
348,2011-12-14,fall,2011,December,no,Wednesday,yes,Mist + Cloudy,7.131236631450827,6.463514522468632,66.375,4.0842061,178,3562,3740
349,2011-12-15,fall,2011,December,no,Thursday,yes,Mist + Cloudy,13.2804888898525,12.863594645709313,63.416700000000006,17.958814,181,3528,3709
350,2011-12-16,fall,2011,December,no,Friday,yes,Mist + Cloudy,10.49868429676603,8.322938139187617,50.0417,17.458525,178,3399,3577
351,2011-12-17,fall,2011,December,no,Saturday,no,Mist + Cloudy,3.666162265995096,-1.2461237888316816,56.0833,16.292189,275,2464,2739
352,2011-12-18,fall,2011,December,no,Sunday,no,Partly cloudy,2.4948761215376347,-1.5746395766804646,58.62500000000001,11.375193000000001,220,2211,2431
353,2011-12-19,fall,2011,December,no,Monday,yes,Few clouds,4.739880274619251,1.4882156879835051,63.74999999999999,11.584031999999999,260,3143,3403
354,2011-12-20,fall,2011,December,no,Tuesday,yes,Mist,11.13311143691141,11.496251639481116,59.5417,4.1252436,216,3534,3750
355,2011-12-21,winter,2011,December,no,Wednesday,yes,Mist + Cloudy,13.622094493883523,14.230677750206603,85.83330000000001,14.8338,107,2553,2660
356,2011-12-22,winter,2011,December,no,Thursday,yes,Mist + Few clouds,13.32927295776916,14.066419856282216,75.75,3.1674249999999997,227,2841,3068
357,2011-12-23,winter,2011,December,no,Friday,yes,Few clouds,10.401057596625503,9.855318744532873,68.625,18.374482,163,2046,2209
358,2011-12-24,winter,2011,December,no,Saturday,no,Clear,6.252772023107731,3.0743959516236217,54.25,12.750368,155,856,1011
359,2011-12-25,winter,2011,December,no,Sunday,no,Clear,4.629545119811359,1.4040075271741692,68.13040000000001,10.391097,303,451,754
360,2011-12-26,winter,2011,December,yes,Monday,no,Few clouds,7.379490729768586,4.485922252103627,50.6957,16.044155,430,887,1317
361,2011-12-27,winter,2011,December,no,Tuesday,yes,Mist,7.570468935622378,5.5340192988848855,76.25,12.62615,103,1059,1162
362,2011-12-28,winter,2011,December,no,Wednesday,yes,Partly cloudy,6.05541030776665,1.4051337680080387,50.39130000000001,19.695386999999997,255,2047,2302
363,2011-12-29,winter,2011,December,no,Thursday,yes,Clear,3.0805191937663654,0.011887222600844183,57.4167,8.000604000000001,254,2169,2423
364,2011-12-30,winter,2011,December,no,Friday,yes,Few clouds,6.789631027419809,4.769821576149106,63.6667,9.000579,491,2508,2999
365,2011-12-31,winter,2011,December,no,Saturday,no,Few clouds,12.548435049566589,13.02681293271013,61.583299999999994,14.750318,665,1820,2485
366,2012-01-01,winter,2012,January,no,Sunday,no,Clear,10.205862760651662,9.691407386249672,69.25,12.875189,686,1608,2294
367,2012-01-02,winter,2012,January,yes,Monday,no,Few clouds,4.527643225243558,-0.9920265299286068,38.130399999999995,22.087555,244,1707,1951
368,2012-01-03,winter,2012,January,no,Tuesday,yes,Clear,-2.678284828380413,-11.910411610834174,44.125,24.499957000000002,89,2147,2236
369,2012-01-04,winter,2012,January,no,Wednesday,yes,Mist,-5.167267885352518,-12.511477680479437,41.4583,12.3749,95,2273,2368
370,2012-01-05,winter,2012,January,no,Thursday,yes,Partly cloudy,4.105394570166643,1.2698116001230701,52.416700000000006,8.709128999999999,140,3132,3272
371,2012-01-06,winter,2012,January,no,Friday,yes,Partly cloudy,8.107327939934454,6.628552121585702,54.2083,11.249836,307,3791,4098
372,2012-01-07,winter,2012,January,no,Saturday,no,Partly cloudy,11.572343741082964,11.004604198541816,53.1667,11.708786,1070,3451,4521
373,2012-01-08,winter,2012,January,no,Sunday,no,Few clouds,8.30252277590829,6.627772416393025,46.5,12.833314,599,2826,3425
374,2012-01-09,winter,2012,January,no,Monday,yes,Mist,1.665254145418416,-1.4100351471148826,70.1667,6.6263000000000005,106,2270,2376
375,2012-01-10,winter,2012,January,no,Tuesday,yes,Clear,6.615636470660656,4.771034450893275,64.65220000000001,12.565984,173,3425,3598
376,2012-01-11,winter,2012,January,no,Wednesday,yes,Mist,4.593469506562069,1.651780510625514,84.75,8.791807,92,2085,2177
377,2012-01-12,winter,2012,January,no,Thursday,yes,Mist,10.93791660093758,10.238673797600079,80.2917,12.124789,269,3828,4097
378,2012-01-13,winter,2012,January,no,Friday,yes,Few clouds,4.593469506562069,-1.2469034940243606,50.74999999999999,25.333236,174,3040,3214
379,2012-01-14,winter,2012,January,no,Saturday,no,Clear,-0.9213556116942199,-6.9885658990027135,45.75,12.541260999999999,333,2160,2493
380,2012-01-15,winter,2012,January,no,Sunday,no,Few clouds,-1.7021935198967864,-8.847902881811397,41.9167,16.834286,284,2027,2311
381,2012-01-16,winter,2012,January,yes,Monday,no,Few clouds,-0.3357125394654892,-6.332227394587534,52.25,15.500986000000001,217,2081,2298
382,2012-01-17,winter,2012,January,no,Tuesday,yes,Mist + Few clouds,10.384073947530869,8.708718941743154,71.6087,23.39171,127,2808,2935
383,2012-01-18,winter,2012,January,no,Wednesday,yes,Partly cloudy,6.301556091024386,0.9962217114030167,44.333299999999994,27.833743,109,3267,3376
384,2012-01-19,winter,2012,January,no,Thursday,yes,Clear,-0.3357125394654892,-6.386373588523579,49.75,14.750586,130,3162,3292
385,2012-01-20,winter,2012,January,no,Friday,yes,Mist + Few clouds,1.2748059091635202,-3.7076530821194975,45.0,13.58425,115,3048,3163
386,2012-01-21,winter,2012,January,no,Saturday,no,Mist + Few clouds,-1.3118038479491165,-7.700003570367212,83.125,14.917014,67,1234,1301
387,2012-01-22,winter,2012,January,no,Sunday,no,Mist,-1.9462309880944977,-8.793756687875348,79.625,13.375746000000001,196,1781,1977
388,2012-01-23,winter,2012,January,no,Monday,yes,Mist + Broken clouds,1.3235899770801751,-1.7930436645408996,91.125,7.417436,145,2287,2432
389,2012-01-24,winter,2012,January,no,Tuesday,yes,Clear,8.595344312022657,7.39448252252744,83.58330000000001,8.292389,439,3900,4339
390,2012-01-25,winter,2012,January,no,Wednesday,yes,Clear,5.764755651019531,2.6913874341976083,64.375,10.791756999999999,467,3803,4270
391,2012-01-26,winter,2012,January,no,Thursday,yes,Mist + Cloudy,8.546560244106004,7.995895127813892,76.95830000000001,4.9175186,244,3831,4075
392,2012-01-27,winter,2012,January,no,Friday,yes,Mist,13.426899657909686,13.136144927505793,74.125,22.958689,269,3187,3456
393,2012-01-28,winter,2012,January,no,Saturday,no,Clear,7.0336099313103,5.425380375371603,54.333299999999994,14.125542999999999,775,3248,4023
394,2012-01-29,winter,2012,January,no,Sunday,no,Partly cloudy,5.08148587865027,0.776778016619005,31.125000000000004,16.08335,558,2685,3243
395,2012-01-30,winter,2012,January,no,Monday,yes,Few clouds,4.300647970447704,-0.09787794174630982,40.0833,14.458064,126,3498,3624
396,2012-01-31,winter,2012,January,no,Tuesday,yes,Partly cloudy,11.377148905109124,10.184874139305226,41.6667,17.541739,324,4185,4509
